risorsa;tipologia_risorsa;tipologia_movimento;importo_movimento;data_movimento;passaggio_fondi;categoria;categoria_dettaglio
IT25O0200508000000001908;Conti Correnti - Operativi;Uscita;-63,33;11/12/2019;0;Reparti Operativi;Software
IT25O0200508000000001908;Conti Correnti - Operativi;Uscita;-164,18;11/12/2019;0;Reparti Operativi;Hardware
IT25O0200508000000001908;Conti Correnti - Operativi;Entrata;2964,87;12/12/2019;0;Reparti Operativi;Hardware
IT25O0200508000000001908;Conti Correnti - Operativi;Entrata;3254,28;12/12/2019;0;Reparti Operativi;Software
IT25O0200508000000001908;Conti Correnti - Operativi;Uscita;-1402,23;12/12/2019;0;Reparti Operativi;Software
IT25O0200508000000001908;Conti Correnti - Operativi;Uscita;-4419,11;13/12/2019;0;Reparti Operativi;Software
IT25O0200508000000001908;Conti Correnti - Operativi;Entrata;4216,88;13/12/2019;0;Reparti Operativi;Hardware
IT25O0200508000000001908;Conti Correnti - Operativi;Uscita;-4143,13;13/12/2019;0;Reparti Operativi;Software
IT25O0200508000000001908;Conti Correnti - Operativi;Uscita;-2724,87;14/12/2019;0;Reparti Operativi;Software
IT25O030692008000000081100;Conti Correnti - Operativi;Entrata;917,98;14/12/2019;0;Reparti Operativi;Hardware
IT25O0200508000000001908;Conti Correnti - Operativi;Entrata;3375,91;14/12/2019;0;Reparti Operativi;Hardware
IT25O030692008000000081100;Conti Correnti - Operativi;Uscita;-449,2;15/12/2019;0;Reparti Operativi;Software
IT25O0200508000000001908;Conti Correnti - Operativi;Uscita;-912,82;15/12/2019;0;Reparti Operativi;Software
IT25O0200508000000001908;Conti Correnti - Operativi;Uscita;-642,48;16/12/2019;0;Reparti Operativi;Software
IT25O0200508000000001908;Conti Correnti - Operativi;Uscita;-781,34;16/12/2019;0;Reparti Operativi;Software
IT25O0200508000000001908;Conti Correnti - Operativi;Entrata;3921,07;16/12/2019;0;Reparti Operativi;Hardware
IT25O030692008000000081100;Conti Correnti - Operativi;Entrata;1476,51;16/12/2019;0;Reparti Operativi;Hardware
IT25O0200508000000001908;Conti Correnti - Operativi;Uscita;-1794,9;17/12/2019;0;Reparti Operativi;Software
IT25O030692008000000081100;Conti Correnti - Operativi;Entrata;4525,42;17/12/2019;0;Reparti Operativi;Software
IT25O0200508000000001908;Conti Correnti - Operativi;Entrata;1858,35;17/12/2019;0;Reparti Operativi;Software
IT25O0200508000000001908;Conti Correnti - Operativi;Uscita;-4698,71;17/12/2019;0;Reparti Operativi;Hardware
IT25O030692008000000081100;Conti Correnti - Operativi;Entrata;4486,9;17/12/2019;0;Reparti Operativi;Hardware
IT25O030692008000000081100;Conti Correnti - Operativi;Entrata;4458,98;17/12/2019;0;Reparti Operativi;Software
IT25O0200508000000001908;Conti Correnti - Operativi;Entrata;1029,67;17/12/2019;0;Reparti Operativi;Software
IT25O0200508000000001908;Conti Correnti - Operativi;Entrata;4731,35;17/12/2019;0;Reparti Operativi;Hardware
IT25O0200508000000001908;Conti Correnti - Operativi;Uscita;-3577,58;18/12/2019;0;Reparti Operativi;Software
IT25O0200508000000001908;Conti Correnti - Operativi;Uscita;-3494,65;18/12/2019;0;Reparti Operativi;Hardware
IT25O0200508000000001908;Conti Correnti - Operativi;Uscita;-2246,83;19/12/2019;0;Reparti Operativi;Software
IT25O030692008000000081100;Conti Correnti - Operativi;Uscita;-2277,67;19/12/2019;0;Reparti Operativi;Software
IT25O030692008000000081100;Conti Correnti - Operativi;Uscita;-1382,07;19/12/2019;0;Reparti Operativi;Software
IT25O0200508000000001908;Conti Correnti - Operativi;Entrata;2722,36;19/12/2019;0;Reparti Operativi;Hardware
IT25O030692008000000081100;Conti Correnti - Operativi;Uscita;-2365,74;19/12/2019;0;Reparti Operativi;Hardware
IT25O0200508000000001908;Conti Correnti - Operativi;Entrata;708,46;19/12/2019;0;Reparti Operativi;Software
IT25O030692008000000081100;Conti Correnti - Operativi;Uscita;-3904,43;19/12/2019;0;Reparti Operativi;Software
IT25O0200508000000001908;Conti Correnti - Operativi;Entrata;911,71;19/12/2019;0;Reparti Operativi;Hardware
IT25O030692008000000081100;Conti Correnti - Operativi;Uscita;-4296,48;19/12/2019;0;Reparti Operativi;Software
IT25O030692008000000081100;Conti Correnti - Operativi;Uscita;-1274,65;20/12/2019;0;Reparti Operativi;Software
IT25O030692008000000081100;Conti Correnti - Operativi;Entrata;4519,96;20/12/2019;0;Reparti Operativi;Software
IT25O0200508000000001908;Conti Correnti - Operativi;Entrata;296,47;20/12/2019;0;Reparti Operativi;Hardware
IT25O0200508000000001908;Conti Correnti - Operativi;Uscita;-689,16;20/12/2019;0;Reparti Operativi;Software
IT25O030692008000000081100;Conti Correnti - Operativi;Entrata;1583,48;20/12/2019;0;Reparti Operativi;Software
IT25O0200508000000001908;Conti Correnti - Operativi;Uscita;-855,6;20/12/2019;0;Reparti Operativi;Hardware
IT25O0200508000000001908;Conti Correnti - Operativi;Uscita;-882,27;20/12/2019;0;Reparti Operativi;Hardware
IT25O0200508000000001908;Conti Correnti - Operativi;Entrata;3967,82;20/12/2019;0;Reparti Operativi;Software
IT25O030692008000000081100;Conti Correnti - Operativi;Uscita;-3452,08;20/12/2019;0;Reparti Operativi;Hardware
IT25O0200508000000001908;Conti Correnti - Operativi;Uscita;-1427,19;21/12/2019;0;Reparti Operativi;Software
IT25O030692008000000081100;Conti Correnti - Operativi;Entrata;1200,71;21/12/2019;0;Reparti Operativi;Software
IT25O030692008000000081100;Conti Correnti - Operativi;Entrata;3125,15;21/12/2019;0;Reparti Operativi;Software
IT25O030692008000000081100;Conti Correnti - Operativi;Uscita;-2481,24;21/12/2019;0;Reparti Operativi;Hardware
IT25O0200508000000001908;Conti Correnti - Operativi;Uscita;-1468,16;21/12/2019;0;Reparti Operativi;Hardware
IT25O0200508000000001908;Conti Correnti - Operativi;Uscita;-822,16;21/12/2019;0;Reparti Operativi;Software
IT25O030692008000000081100;Conti Correnti - Operativi;Entrata;533,63;21/12/2019;0;Reparti Operativi;Software
IT25O030692008000000081100;Conti Correnti - Operativi;Entrata;4776,74;21/12/2019;0;Reparti Operativi;Hardware
IT25O0200508000000001908;Conti Correnti - Operativi;Uscita;-617,52;22/12/2019;0;Reparti Operativi;Software
IT25O030692008000000081100;Conti Correnti - Operativi;Entrata;63,83;23/12/2019;0;Reparti Operativi;Software
IT25O030692008000000081100;Conti Correnti - Operativi;Uscita;-2349,2;23/12/2019;0;Reparti Operativi;Software
IT25O030692008000000081100;Conti Correnti - Operativi;Uscita;-4084,51;23/12/2019;0;Reparti Operativi;Hardware
IT25O0200508000000001908;Conti Correnti - Operativi;Entrata;4879,99;23/12/2019;0;Reparti Operativi;Software
IT25O0200508000000001908;Conti Correnti - Operativi;Uscita;-752,52;23/12/2019;0;Reparti Operativi;Software
IT25O030692008000000081100;Conti Correnti - Operativi;Uscita;-387,63;23/12/2019;0;Reparti Operativi;Software
IT25O030692008000000081100;Conti Correnti - Operativi;Uscita;-2923,06;23/12/2019;0;Reparti Operativi;Hardware
IT25O030692008000000081100;Conti Correnti - Operativi;Uscita;-1067,17;24/12/2019;0;Reparti Operativi;Software
IT25O030692008000000081100;Conti Correnti - Operativi;Entrata;1463,46;24/12/2019;0;Reparti Operativi;Software
IT25O030692008000000081100;Conti Correnti - Operativi;Uscita;-8200;24/12/2019;0;Amministrazione;Stipendi
IT25O0200508000000001908;Conti Correnti - Operativi;Uscita;-4250,37;25/12/2019;0;Reparti Operativi;Hardware
IT25O030692008000000081100;Conti Correnti - Operativi;Uscita;-2557,11;25/12/2019;0;Reparti Operativi;Hardware
IT25O030692008000000081100;Conti Correnti - Operativi;Entrata;4708,5;25/12/2019;0;Reparti Operativi;Hardware
IT25O030692008000000081100;Conti Correnti - Operativi;Entrata;2731,02;26/12/2019;0;Reparti Operativi;Software
IT25O030692008000000081100;Conti Correnti - Operativi;Uscita;-1151,65;26/12/2019;0;Reparti Operativi;Hardware
IT25O030692008000000081100;Conti Correnti - Operativi;Uscita;-2344,82;26/12/2019;0;Reparti Operativi;Software
IT25O030692008000000081100;Conti Correnti - Operativi;Uscita;-409,83;26/12/2019;0;Reparti Operativi;Software
IT25O0200508000000001908;Conti Correnti - Operativi;Entrata;1430,68;27/12/2019;0;Reparti Operativi;Software
IT25O0200508000000001908;Conti Correnti - Operativi;Entrata;3552,75;27/12/2019;0;Reparti Operativi;Hardware
IT25O0200508000000001908;Conti Correnti - Operativi;Entrata;1758,11;28/12/2019;0;Reparti Operativi;Hardware
IT25O030692008000000081100;Conti Correnti - Operativi;Uscita;-789,03;28/12/2019;0;Reparti Operativi;Software
IT25O0200508000000001908;Conti Correnti - Operativi;Uscita;-2221,43;28/12/2019;0;Reparti Operativi;Software
IT25O030692008000000081100;Conti Correnti - Operativi;Entrata;1254,65;28/12/2019;0;Reparti Operativi;Software
IT25O0200508000000001908;Conti Correnti - Operativi;Uscita;-1821,97;28/12/2019;0;Reparti Operativi;Software
IT25O0200508000000001908;Conti Correnti - Operativi;Uscita;-337,32;29/12/2019;0;Reparti Operativi;Hardware
IT25O0200508000000001908;Conti Correnti - Operativi;Uscita;-596,21;30/12/2019;0;Reparti Operativi;Software
IT25O0200508000000001908;Conti Correnti - Operativi;Entrata;1395,65;30/12/2019;0;Reparti Operativi;Hardware
IT25O030692008000000081100;Conti Correnti - Operativi;Entrata;346,23;31/12/2019;0;Reparti Operativi;Software
IT25O0200508000000001908;Conti Correnti - Operativi;Uscita;-3655,42;31/12/2019;0;Reparti Operativi;Hardware
IT25O0200508000000001908;Conti Correnti - Operativi;Entrata;3801,49;31/12/2019;0;Reparti Operativi;Software
IT25O030692008000000081100;Conti Correnti - Operativi;Uscita;-2451,55;31/12/2019;0;Reparti Operativi;Hardware
IT25O030692008000000081100;Conti Correnti - Operativi;Entrata;1827,34;31/12/2019;0;Reparti Operativi;Hardware
IT25O030692008000000081100;Conti Correnti - Operativi;Uscita;-800,38;01/01/2020;0;Reparti Operativi;Software
IT25O0200508000000001908;Conti Correnti - Operativi;Entrata;2429,13;01/01/2020;0;Reparti Operativi;Hardware
IT25O0200508000000001908;Conti Correnti - Operativi;Entrata;1720,67;01/01/2020;0;Reparti Operativi;Hardware
IT25O0200508000000001908;Conti Correnti - Operativi;Uscita;-1118,98;01/01/2020;0;Reparti Operativi;Hardware
IT25O0200508000000001908;Conti Correnti - Operativi;Uscita;-1186,21;02/01/2020;0;Reparti Operativi;Hardware
IT25O0200508000000001908;Conti Correnti - Operativi;Entrata;2994,14;02/01/2020;0;Reparti Operativi;Software
IT25O030692008000000081100;Conti Correnti - Operativi;Entrata;245,37;02/01/2020;0;Reparti Operativi;Hardware
IT25O0200508000000001908;Conti Correnti - Operativi;Uscita;-1345,99;02/01/2020;0;Reparti Operativi;Software
IT25O030692008000000081100;Conti Correnti - Operativi;Entrata;166,05;02/01/2020;0;Reparti Operativi;Software
IT25O0200508000000001908;Conti Correnti - Operativi;Entrata;1651,27;02/01/2020;0;Reparti Operativi;Software
IT25O030692008000000001585;Conti Correnti - Deposito;Uscita;-242,66;03/01/2020;0;Finanziamenti;Prestito bancario
IT25O0200508000000001908;Conti Correnti - Operativi;Entrata;559,81;03/01/2020;0;Reparti Operativi;Software
IT25O030692008000000081100;Conti Correnti - Operativi;Entrata;1149,13;03/01/2020;0;Reparti Operativi;Software
IT25O0200508000000001908;Conti Correnti - Operativi;Uscita;-2340,02;03/01/2020;0;Reparti Operativi;Software
IT25O0200508000000001908;Conti Correnti - Operativi;Entrata;4678,2;03/01/2020;0;Reparti Operativi;Software
IT25O0200508000000001908;Conti Correnti - Operativi;Uscita;-1783,98;03/01/2020;0;Reparti Operativi;Software
IT25O0200508000000001908;Conti Correnti - Operativi;Uscita;-1150,32;03/01/2020;0;Reparti Operativi;Hardware
IT25O030692008000000081100;Conti Correnti - Operativi;Entrata;2888,68;04/01/2020;0;Reparti Operativi;Software
IT25O0200508000000001908;Conti Correnti - Operativi;Entrata;138,47;04/01/2020;0;Reparti Operativi;Software
IT25O0200508000000001908;Conti Correnti - Operativi;Uscita;-1548,62;05/01/2020;0;Reparti Operativi;Hardware
IT25O030692008000000081100;Conti Correnti - Operativi;Entrata;64,07;05/01/2020;0;Reparti Operativi;Software
IT25O0200508000000001908;Conti Correnti - Operativi;Uscita;-1342,16;05/01/2020;0;Reparti Operativi;Hardware
IT25O030692008000000081100;Conti Correnti - Operativi;Uscita;-3991,85;05/01/2020;0;Reparti Operativi;Software
IT25O0200508000000001908;Conti Correnti - Operativi;Entrata;854,33;05/01/2020;0;Reparti Operativi;Software
IT25O030692008000000081100;Conti Correnti - Operativi;Entrata;3371,85;06/01/2020;0;Reparti Operativi;Software
IT25O030692008000000081100;Conti Correnti - Operativi;Uscita;-1069,99;06/01/2020;0;Reparti Operativi;Software
IT25O0200508000000001908;Conti Correnti - Operativi;Uscita;-3933,2;06/01/2020;0;Reparti Operativi;Hardware
IT25O030692008000000081100;Conti Correnti - Operativi;Entrata;2302,64;06/01/2020;0;Reparti Operativi;Hardware
IT25O030692008000000081100;Conti Correnti - Operativi;Entrata;4250,37;07/01/2020;0;Reparti Operativi;Hardware
IT25O030692008000000081100;Conti Correnti - Operativi;Uscita;-3369,64;07/01/2020;0;Reparti Operativi;Hardware
IT25O0200508000000001908;Conti Correnti - Operativi;Entrata;4150,31;07/01/2020;0;Reparti Operativi;Software
IT25O030692008000000081100;Conti Correnti - Operativi;Uscita;-1377,27;07/01/2020;0;Reparti Operativi;Software
IT25O030692008000000081100;Conti Correnti - Operativi;Entrata;4324,52;07/01/2020;0;Reparti Operativi;Software
IT25O0200508000000001908;Conti Correnti - Operativi;Uscita;-2768,6;08/01/2020;0;Reparti Operativi;Software
IT25O030692008000000081100;Conti Correnti - Operativi;Entrata;3554,87;08/01/2020;0;Reparti Operativi;Hardware
IT25O030692008000000081100;Conti Correnti - Operativi;Uscita;-3013,37;08/01/2020;0;Reparti Operativi;Hardware
IT25O0200508000000001908;Conti Correnti - Operativi;Entrata;4171,72;08/01/2020;0;Reparti Operativi;Software
IT25O0200508000000001908;Conti Correnti - Operativi;Uscita;-2567,28;08/01/2020;0;Reparti Operativi;Hardware
IT25O030692008000000081100;Conti Correnti - Operativi;Uscita;-3921,67;09/01/2020;0;Reparti Operativi;Software
IT25O030692008000000081100;Conti Correnti - Operativi;Entrata;478,36;09/01/2020;0;Reparti Operativi;Hardware
IT25O030692008000000081100;Conti Correnti - Operativi;Entrata;3009,77;09/01/2020;0;Reparti Operativi;Software
IT25O0200508000000001908;Conti Correnti - Operativi;Uscita;-975,58;09/01/2020;0;Reparti Operativi;Hardware
IT25O0200508000000001908;Conti Correnti - Operativi;Entrata;343,04;09/01/2020;0;Reparti Operativi;Software
IT25O030692008000000081100;Conti Correnti - Operativi;Entrata;4737,6;09/01/2020;0;Reparti Operativi;Hardware
IT25O0200508000000001908;Conti Correnti - Operativi;Uscita;-80;10/01/2020;0;Logistica;Auto Aziendali
IT25O030692008000000081100;Conti Correnti - Operativi;Entrata;4697,1;10/01/2020;0;Reparti Operativi;Hardware
IT25O0200508000000001908;Conti Correnti - Operativi;Uscita;-2644,95;10/01/2020;0;Reparti Operativi;Software
IT25O030692008000000081100;Conti Correnti - Operativi;Entrata;2549,23;10/01/2020;0;Reparti Operativi;Software
IT25O030692008000000081100;Conti Correnti - Operativi;Uscita;-110,84;11/01/2020;0;Reparti Operativi;Hardware
IT25O030692008000000081100;Conti Correnti - Operativi;Entrata;2336,81;12/01/2020;0;Reparti Operativi;Software
IT25O030692008000000081100;Conti Correnti - Operativi;Uscita;-2701,2;12/01/2020;0;Reparti Operativi;Software
IT25O030692008000000081100;Conti Correnti - Operativi;Uscita;-2284,33;12/01/2020;0;Reparti Operativi;Software
IT25O030692008000000081100;Conti Correnti - Operativi;Entrata;1092,45;12/01/2020;0;Reparti Operativi;Hardware
IT25O030692008000000081100;Conti Correnti - Operativi;Uscita;-2227,4;12/01/2020;0;Reparti Operativi;Software
IT25O030692008000000081100;Conti Correnti - Operativi;Entrata;3476,71;12/01/2020;0;Reparti Operativi;Software
IT25O0200508000000001908;Conti Correnti - Operativi;Entrata;865,06;12/01/2020;0;Reparti Operativi;Software
IT25O0200508000000001908;Conti Correnti - Operativi;Entrata;463,75;12/01/2020;0;Reparti Operativi;Hardware
IT25O030692008000000081100;Conti Correnti - Operativi;Entrata;1768,04;13/01/2020;0;Reparti Operativi;Hardware
IT25O0200508000000001908;Conti Correnti - Operativi;Entrata;2432,61;13/01/2020;0;Reparti Operativi;Hardware
IT25O030692008000000081100;Conti Correnti - Operativi;Uscita;-3396,33;14/01/2020;0;Reparti Operativi;Hardware
IT25O0200508000000001908;Conti Correnti - Operativi;Entrata;2351,88;14/01/2020;0;Reparti Operativi;Software
IT25O030692008000000081100;Conti Correnti - Operativi;Uscita;-1538,5;14/01/2020;0;Reparti Operativi;Hardware
IT25O0200508000000001908;Conti Correnti - Operativi;Uscita;-2662,17;14/01/2020;0;Reparti Operativi;Hardware
IT25O0200508000000001908;Conti Correnti - Operativi;Uscita;-4586,35;14/01/2020;0;Reparti Operativi;Software
IT25O030692008000000081100;Conti Correnti - Operativi;Uscita;-4322;14/01/2020;0;Reparti Operativi;Hardware
IT25O0200508000000001908;Conti Correnti - Operativi;Uscita;-369,94;15/01/2020;0;Reparti Operativi;Software
IT25O030692008000000081100;Conti Correnti - Operativi;Entrata;711,9;15/01/2020;0;Reparti Operativi;Software
IT25O030692008000000081100;Conti Correnti - Operativi;Entrata;3960,95;15/01/2020;0;Reparti Operativi;Software
IT25O030692008000000081100;Conti Correnti - Operativi;Uscita;-4313,5;15/01/2020;0;Reparti Operativi;Hardware
IT25O030692008000000081100;Conti Correnti - Operativi;Uscita;-1356,4;15/01/2020;0;Reparti Operativi;Software
IT25O030692008000000081100;Conti Correnti - Operativi;Uscita;-509,68;15/01/2020;0;Reparti Operativi;Software
IT25O0200508000000001908;Conti Correnti - Operativi;Entrata;159,07;15/01/2020;0;Reparti Operativi;Hardware
IT25O0200508000000001908;Conti Correnti - Operativi;Entrata;4015,68;16/01/2020;0;Reparti Operativi;Software
IT25O0200508000000001908;Conti Correnti - Operativi;Entrata;3698,28;16/01/2020;0;Reparti Operativi;Hardware
IT25O030692008000000081100;Conti Correnti - Operativi;Entrata;3393,44;16/01/2020;0;Reparti Operativi;Software
IT25O0200508000000001908;Conti Correnti - Operativi;Uscita;-4905,2;16/01/2020;0;Reparti Operativi;Hardware
IT25O030692008000000081100;Conti Correnti - Operativi;Uscita;-4864,35;17/01/2020;0;Reparti Operativi;Software
IT25O030692008000000081100;Conti Correnti - Operativi;Uscita;-2805,74;17/01/2020;0;Reparti Operativi;Hardware
IT25O0200508000000001908;Conti Correnti - Operativi;Entrata;1610,27;17/01/2020;0;Reparti Operativi;Hardware
IT25O0200508000000001908;Conti Correnti - Operativi;Entrata;2112,7;18/01/2020;0;Reparti Operativi;Software
IT25O030692008000000081100;Conti Correnti - Operativi;Uscita;-683,44;18/01/2020;0;Reparti Operativi;Software
IT25O0200508000000001908;Conti Correnti - Operativi;Uscita;-2563,64;18/01/2020;0;Reparti Operativi;Hardware
IT25O0200508000000001908;Conti Correnti - Operativi;Uscita;-2378,74;18/01/2020;0;Reparti Operativi;Software
IT25O030692008000000081100;Conti Correnti - Operativi;Uscita;-2537,13;18/01/2020;0;Reparti Operativi;Software
IT25O030692008000000081100;Conti Correnti - Operativi;Entrata;2060,68;18/01/2020;0;Reparti Operativi;Hardware
IT25O030692008000000081100;Conti Correnti - Operativi;Entrata;3527,77;18/01/2020;0;Reparti Operativi;Hardware
IT25O030692008000000081100;Conti Correnti - Operativi;Uscita;-1851,79;18/01/2020;0;Reparti Operativi;Software
IT25O030692008000000081100;Conti Correnti - Operativi;Entrata;4704,23;19/01/2020;0;Reparti Operativi;Software
IT25O030692008000000081100;Conti Correnti - Operativi;Uscita;-187,53;19/01/2020;0;Reparti Operativi;Hardware
IT25O030692008000000081100;Conti Correnti - Operativi;Entrata;2481,83;19/01/2020;0;Reparti Operativi;Hardware
IT25O0200508000000001908;Conti Correnti - Operativi;Uscita;-2240,05;20/01/2020;0;Reparti Operativi;Software
IT25O030692008000000081100;Conti Correnti - Operativi;Uscita;-3268,24;21/01/2020;0;Reparti Operativi;Hardware
IT25O0200508000000001908;Conti Correnti - Operativi;Entrata;2882,81;21/01/2020;0;Reparti Operativi;Software
IT25O0200508000000001908;Conti Correnti - Operativi;Entrata;218,47;22/01/2020;0;Reparti Operativi;Hardware
IT25O030692008000000081100;Conti Correnti - Operativi;Uscita;-4082,36;22/01/2020;0;Reparti Operativi;Hardware
IT25O0200508000000001908;Conti Correnti - Operativi;Uscita;-3371,82;22/01/2020;0;Reparti Operativi;Hardware
IT25O0200508000000001908;Conti Correnti - Operativi;Entrata;991,58;22/01/2020;0;Reparti Operativi;Hardware
IT25O0200508000000001908;Conti Correnti - Operativi;Uscita;-180,69;22/01/2020;0;Reparti Operativi;Software
IT25O030692008000000081100;Conti Correnti - Operativi;Entrata;1477,16;22/01/2020;0;Reparti Operativi;Software
IT25O030692008000000081100;Conti Correnti - Operativi;Uscita;-1653,54;23/01/2020;0;Reparti Operativi;Software
IT25O0200508000000001908;Conti Correnti - Operativi;Entrata;648,34;23/01/2020;0;Reparti Operativi;Hardware
IT25O0200508000000001908;Conti Correnti - Operativi;Uscita;-902,54;23/01/2020;0;Reparti Operativi;Software
IT25O030692008000000081100;Conti Correnti - Operativi;Uscita;-4849,05;23/01/2020;0;Reparti Operativi;Software
IT25O030692008000000081100;Conti Correnti - Operativi;Entrata;1979,57;24/01/2020;0;Reparti Operativi;Hardware
IT25O030692008000000081100;Conti Correnti - Operativi;Uscita;-3043,5;24/01/2020;0;Reparti Operativi;Software
IT25O030692008000000081100;Conti Correnti - Operativi;Uscita;-3699,46;24/01/2020;0;Reparti Operativi;Software
IT25O0200508000000001908;Conti Correnti - Operativi;Entrata;1290,02;24/01/2020;0;Reparti Operativi;Hardware
IT25O030692008000000081100;Conti Correnti - Operativi;Entrata;3934,21;24/01/2020;0;Reparti Operativi;Software
IT25O030692008000000081100;Conti Correnti - Operativi;Uscita;-8200;24/01/2020;0;Amministrazione;Stipendi
IT25O030692008000000081100;Conti Correnti - Operativi;Entrata;3466,57;24/01/2020;0;Reparti Operativi;Software
IT25O030692008000000081100;Conti Correnti - Operativi;Uscita;-3326,08;25/01/2020;0;Reparti Operativi;Software
IT25O030692008000000081100;Conti Correnti - Operativi;Entrata;2481,59;25/01/2020;0;Reparti Operativi;Software
IT25O0200508000000001908;Conti Correnti - Operativi;Uscita;-4643,93;26/01/2020;0;Reparti Operativi;Hardware
IT25O030692008000000081100;Conti Correnti - Operativi;Uscita;-428,88;26/01/2020;0;Reparti Operativi;Software
IT25O0200508000000001908;Conti Correnti - Operativi;Entrata;1306,42;26/01/2020;0;Reparti Operativi;Hardware
IT25O0200508000000001908;Conti Correnti - Operativi;Entrata;3078,48;26/01/2020;0;Reparti Operativi;Software
IT25O030692008000000081100;Conti Correnti - Operativi;Uscita;-4402,34;26/01/2020;0;Reparti Operativi;Software
IT25O030692008000000081100;Conti Correnti - Operativi;Uscita;-175,29;27/01/2020;0;Reparti Operativi;Hardware
IT25O030692008000000081100;Conti Correnti - Operativi;Entrata;4609,46;28/01/2020;0;Reparti Operativi;Hardware
IT25O0200508000000001908;Conti Correnti - Operativi;Uscita;-2420,33;28/01/2020;0;Reparti Operativi;Hardware
IT25O0200508000000001908;Conti Correnti - Operativi;Uscita;-3724,33;28/01/2020;0;Reparti Operativi;Hardware
IT25O0200508000000001908;Conti Correnti - Operativi;Entrata;4671,25;28/01/2020;0;Reparti Operativi;Software
IT25O030692008000000081100;Conti Correnti - Operativi;Entrata;1154,7;28/01/2020;0;Reparti Operativi;Hardware
IT25O030692008000000081100;Conti Correnti - Operativi;Entrata;3817,22;29/01/2020;0;Reparti Operativi;Software
IT25O030692008000000081100;Conti Correnti - Operativi;Uscita;-657,74;29/01/2020;0;Reparti Operativi;Hardware
IT25O0200508000000001908;Conti Correnti - Operativi;Entrata;4289,36;29/01/2020;0;Reparti Operativi;Software
IT25O030692008000000081100;Conti Correnti - Operativi;Entrata;1276,84;29/01/2020;0;Reparti Operativi;Software
IT25O030692008000000081100;Conti Correnti - Operativi;Entrata;3177,15;29/01/2020;0;Reparti Operativi;Hardware
IT25O0200508000000001908;Conti Correnti - Operativi;Entrata;181,56;29/01/2020;0;Reparti Operativi;Software
IT25O030692008000000081100;Conti Correnti - Operativi;Entrata;4413,41;30/01/2020;0;Reparti Operativi;Hardware
IT25O0200508000000001908;Conti Correnti - Operativi;Uscita;-2084,51;30/01/2020;0;Reparti Operativi;Hardware
IT25O030692008000000081100;Conti Correnti - Operativi;Uscita;-4717,87;30/01/2020;0;Reparti Operativi;Software
IT25O030692008000000081100;Conti Correnti - Operativi;Uscita;-4439,66;30/01/2020;0;Reparti Operativi;Software
IT25O0200508000000001908;Conti Correnti - Operativi;Uscita;-946,07;30/01/2020;0;Reparti Operativi;Hardware
IT25O0200508000000001908;Conti Correnti - Operativi;Entrata;3870,86;31/01/2020;0;Reparti Operativi;Hardware
IT25O030692008000000081100;Conti Correnti - Operativi;Uscita;-3584,51;31/01/2020;0;Reparti Operativi;Hardware
IT25O030692008000000081100;Conti Correnti - Operativi;Uscita;-4268,09;01/02/2020;0;Reparti Operativi;Hardware
IT25O030692008000000081100;Conti Correnti - Operativi;Entrata;1683,87;01/02/2020;0;Reparti Operativi;Software
IT25O030692008000000081100;Conti Correnti - Operativi;Uscita;-3455,23;02/02/2020;0;Reparti Operativi;Hardware
IT25O0200508000000001908;Conti Correnti - Operativi;Entrata;4496,82;02/02/2020;0;Reparti Operativi;Hardware
IT25O0200508000000001908;Conti Correnti - Operativi;Uscita;-4401,45;03/02/2020;0;Reparti Operativi;Software
IT25O0200508000000001908;Conti Correnti - Operativi;Uscita;-1344,21;03/02/2020;0;Reparti Operativi;Software
IT25O030692008000000001585;Conti Correnti - Deposito;Uscita;-242,66;03/02/2020;0;Finanziamenti;Prestito bancario
IT25O0200508000000001908;Conti Correnti - Operativi;Entrata;4667,27;04/02/2020;0;Reparti Operativi;Software
IT25O0200508000000001908;Conti Correnti - Operativi;Uscita;-1681,71;04/02/2020;0;Reparti Operativi;Software
IT25O030692008000000081100;Conti Correnti - Operativi;Uscita;-101,95;04/02/2020;0;Reparti Operativi;Hardware
IT25O0200508000000001908;Conti Correnti - Operativi;Uscita;-4990,06;04/02/2020;0;Reparti Operativi;Software
IT25O0200508000000001908;Conti Correnti - Operativi;Uscita;-1492,87;04/02/2020;0;Reparti Operativi;Hardware
IT25O030692008000000081100;Conti Correnti - Operativi;Entrata;732,14;05/02/2020;0;Reparti Operativi;Software
IT25O0200508000000001908;Conti Correnti - Operativi;Uscita;-370,56;05/02/2020;0;Reparti Operativi;Hardware
IT25O0200508000000001908;Conti Correnti - Operativi;Uscita;-3909,69;05/02/2020;0;Reparti Operativi;Software
IT25O0200508000000001908;Conti Correnti - Operativi;Uscita;-1605,92;05/02/2020;0;Reparti Operativi;Hardware
IT25O0200508000000001908;Conti Correnti - Operativi;Uscita;-3368,96;05/02/2020;0;Reparti Operativi;Hardware
IT25O030692008000000081100;Conti Correnti - Operativi;Uscita;-730,31;05/02/2020;0;Reparti Operativi;Software
IT25O0200508000000001908;Conti Correnti - Operativi;Uscita;-942,65;06/02/2020;0;Reparti Operativi;Software
IT25O030692008000000081100;Conti Correnti - Operativi;Entrata;3304,47;06/02/2020;0;Reparti Operativi;Software
IT25O030692008000000081100;Conti Correnti - Operativi;Uscita;-262,33;06/02/2020;0;Reparti Operativi;Software
